Name,Rating,Review
Rahul Banerjee,5,Awesome.Camera too goodDisplay too goodBattery GoodFeels too goodREAD MORE
Nitin Patil,5,Look and design very niceREAD MORE
Flipkart Customer,3,okREAD MORE
Flipkart Customer,4,Love iphone 15READ MORE
Pinaki Ray,4,"Well, there is a little bit of hitting issue there, not at charging but in general operations. From design perspective, dynamic island is horribly thick for a 6.1 screen. It could have been smarter if the look was a little bit slim. What stops apple to increase the battery capacity now a days is beyond explanation. The Chinese manufacturers has definitely done a phenomenal job in terms of both the battery and charging. There's no trade Off there, it's a success for them. In software, the comp...READ MORE"
Mahipal Gariya,4,"Perfect one to upgradeEdit after 7 months : No diappointments , build quality good as this has undergone few hard falls . Underwater also good . Camera quality is awesome . Battery is always a issue but it is okay for a person uses 5-6 hours daily . Videos are also good in cinematic mode . Good update i bought it at 78k when launched . But Around 65 it is super deal to do at this time .READ MORE"
Flipkart Customer,3,Almost  good but the battery is overheating i don't know why and it drained very quickly this is the one of the major issues in this phone otherwise all ok but not satisfied with the batteryREAD MORE
Sudip Mandal,5,ExcellentREAD MORE
vinay mohan som,5,Amazing phone ButNow days Chapri people Drop apple's brand value.READ MORE
Sabir Khan,5,Very nice phone im happy very good 👍READ MORE
SOURAV NANDI,5,Amazing. This is my second iphone after 11 pro.Used it for 3 days till now. No heating issue. While setting up the device/updating ios/transferring data - it didn't heat at all. Smooth experience. Best buy for 2024.READ MORE
Deepsayan Dam,5,Pros:1. Incredibly smart device this year2. iOS interface3. Data Privacy4. Premium build quality5. Dynamic Island6. Ecosystem benefits if you own other Apple devices7. Powerful processorCons:1. 60Hz refresh rate for a flagship (although not very noticeable)2. No improvements to Siri3. Expensive4. Low possibility of repairREAD MORE
Yash,5,Black colour is just awesome 🔥🔥READ MORE
Pentakota Pavan,5,Everything is good. Battery backup is hardly 6hrs will come while continuously usage. Camera is fantastic. In this iphone 60 hz refreshing rate is equals to 120hz refresh rate in android. Very light weight.READ MORE
Kumar Patel,4,"A Mixed Bag of BrillianceThe iPhone 15 flaunts an impressive camera setup, capturing moments with exceptional clarity and detail. However, users may encounter heating issues post 80% charge, which could disrupt prolonged usage. Occasionally, screen touch glitches may hamper the otherwise seamless user experience. Despite these setbacks, the iPhone 15 excels in performance and features. The standout Dynamic Island feature enhances productivity and personalization. Overall, the iPhone 15 is a...READ MORE"
Anbu natarajan S,5,"This phone are not only for show off, these are the real master peice for content creators and reels creators, All or good but camara will nailed it,the one and only negative is battery. That's all thankyou 👍READ MORE"
Abhijit Das,5,"Battery is decent and Display,performance and Camera top notch 🔥🔥and overall value for money phoneREAD MORE"
Mithilesh Kumar  Sharma,5,Kidney to gyaOne kidney for i phoneAnd one for i phone accessoriesREAD MORE
Akash  Banik,5,Awesomeness Cellphone. This is my first IOS and the experience is fantastic I am loving it. The videography is to next level. Very Happy.READ MORE
Droonacharjya Chakraborty,5,Good one!READ MORE
Zubair Khan,5,I am very happy with the sevice of Flipkart and  product was very good.thanks FlipkartREAD MORE
Flipkart Customer,5,Nice phone ✌🏻READ MORE
Abhishek Prajapati,5,"All is well, but battery health is draining very fast.READ MORE"
Aravind Ponugoti,5,"Perfect upgrade from 13.. An incredible device that delivers everything I could want. The design is sleek and lightweight, with the new Dynamic Island feature. The camera is a standout, photos and videos look professional with excellent low-light performance and vibrant colors.The A16 Bionic chip ensures lightning-fast performance, whether I'm gaming, editing videos, or running multiple apps. Battery life is also impressive, easily lasting a full day with moderate use.READ MORE"
Prashant Gupta,5,Best iPhone upgrade after the iPhone 14. I got this in Big Billion Day Sale for 53k. I'm reviewing this phone after 3 months.The Camera and display quality is amazing. But I switched from a 120 Hz display android phone so it took me a while to adapt to this one.But looking at a overall scenario it is a decent phone with clean UI. I've been liking iOS now and will definitely upgrade to iOS in future.The battery is not upto the mark but it does the job pretty well.I liked the automations an...READ MORE
Rishi Raj,5,All and all a beast!!!🔥💯The only thing which can be improved is battery 😕READ MORE
Teddy Bear,5,Recently bought this phone and realized why Apple make the best phones in the world.One of the most beautiful purchase I ever made 💙READ MORE
Khajahusain Hebbal,5,"Mashallah Great phone, last time braught  IPhone 12 for face unlock with mask, this is worth upgrade planning to keep at least 3 years, thank you team flipkart for great offerREAD MORE"
Akassh Ambaade,5,"The iPhone 15 is simply amazing! The design is sleek, and the slightly curved edges make it feel great in the hand. The display is bright, sharp, and stunning, everything looks fantastic on it, whether watching videos or scrolling through photos. The camera upgrades are noticeable, especially in low light, and impressed by the level of detail in every shot.Performance is super smooth, with no lag even when running multiple apps.READ MORE"
Sanjay Kumar Jain,5,Thanks to flipkart service nice open box delivery.IPhone 15 performance is great and so smooth. 👍👍READ MORE
Deb Neogi,5,"At the time of sale it was the best deal for me , intented to buy pixel 8 but went for iphone 15 was really worth it . Performance user experience camera design is undoubtedly excellent the only drawback is the battery life , which sustains for only 6 7 hours and in daily life have to charge 2 times . As a flagship phone it could be a better but noting is perfect, without the battery issue in every aspect it is value for money.READ MORE"
Thakur Rakesh,5,GreatREAD MORE
Divya,5,Great product and I would really recommend this device to anyone who wants to use a phone for a long time if Apple is making an expensive product then they will deliver a quality. I have been using the apple devices since 2009 till now. Awesome experience thanks to Apple. 🍎READ MORE
Flipkart Customer,5,"In 51500, it's the best optionREAD MORE"
Gajendra  Singh,5,Very goodREAD MORE
Anil Kumar,5,Nice product but poor packaging from flipkartREAD MORE
Mr. Kadir,5,I phone 15 amezing phone 📱 i am very happy for buy this phone... amezing feature cemara suppREAD MORE
Flipkart Customer,5,Only one word GREAT GREAT GREATERREAD MORE
Flipkart Customer,5,"Go the best deal on Flipkart.🤩Thanks Flipkart team for such offers. ,,,✌🏻❤️READ MORE"
Anubhav baliyan,5,Best phoneREAD MORE
shivam singh,5,"Switched from Android to iOS, it was such a smooth experience.READ MORE"
Dr Anita jadhav,5,Loved itREAD MORE
Parvindar  Singh,5,Best camera ever for photosREAD MORE
Ataur  Rahaman,5,"Originally product like store,no difference,I had check in apple website all thing is like store or shop.And 5000 save money,thank you FlipkartREAD MORE"
Suresh J,5,Great product from apple thank u apple team1. Camer- great2. Display- fantastic3. Performance- next level4. Battery- super5. Design- greatREAD MORE
Varun giri,5,BestREAD MORE
Yuvraj Singh,5,Excellent!READ MORE
Dhiraj  Singh,5,I have used iPhone for 20 days already and it was a great experience with Flipkart including purchase of iPhone with replacement of old phone was pretty smooth. The phone is awesome and since its iPhone it doesn't require any review.READ MORE
Sanzeed Aman,5,Awesome Deal!!! Best camera!!!READ MORE
Flipkart Customer,5,Excellent Device.... 🔥🔥Camera (PORTRAIT) NEXT LEVEL🔥🔥Performance 🔥Battery 🔥I just loved it 😍❣️WORTH IT 👌👌READ MORE
Prajwal Suryan,5,"Awesome phone, camera✅, build✅, battery lasts 1 day easily✅, overall met my expectations😊READ MORE"
Sahaj Modi,5,Amazing Camera and Nice Colour...READ MORE
Amit Srivastava,5,"It is the best iPhone that I have ever seen after iPhone 13, Its camera quality is so amazing. Especially, HIEF MAX mode. Its bes iPhone after 15 pro.READ MORE"
